Temperature Anomaly,Month,Hemisphere,Year
-0.27,Jan,Southern,1/1/1905
-0.3,Jul,Southern,1/1/1905
-0.27,Jun,Southern,1/1/1905
-0.2,Mar,Southern,1/1/1905
-0.28,May,Southern,1/1/1905
-0.2,Nov,Southern,1/1/1905
-0.21,Oct,Southern,1/1/1905
-0.17,Sep,Southern,1/1/1905
-0.14,Apr,Southern,1/1/1906
-0.22,Aug,Southern,1/1/1906
-0.33,Dec,Southern,1/1/1906
-0.04,Feb,Southern,1/1/1906
0.02,Jan,Southern,1/1/1906
-0.18,Jul,Southern,1/1/1906
-0.27,Jun,Southern,1/1/1906
-0.16,Mar,Southern,1/1/1906
-0.26,May,Southern,1/1/1906
-0.34,Nov,Southern,1/1/1906
-0.23,Oct,Southern,1/1/1906
-0.32,Sep,Southern,1/1/1906
-0.28,Apr,Southern,1/1/1907
-0.29,Aug,Southern,1/1/1907
-0.35,Dec,Southern,1/1/1907
-0.29,Feb,Southern,1/1/1907
-0.27,Jan,Southern,1/1/1907
-0.29,Jul,Southern,1/1/1907
-0.32,Jun,Southern,1/1/1907
-0.23,Mar,Southern,1/1/1907
-0.33,May,Southern,1/1/1907
-0.35,Nov,Southern,1/1/1907
-0.25,Oct,Southern,1/1/1907
-0.27,Sep,Southern,1/1/1907
-0.4,Apr,Southern,1/1/1908
-0.35,Aug,Southern,1/1/1908
-0.43,Dec,Southern,1/1/1908
-0.37,Feb,Southern,1/1/1908
-0.34,Jan,Southern,1/1/1908
-0.34,Jul,Southern,1/1/1908
-0.46,Jun,Southern,1/1/1908
-0.39,Mar,Southern,1/1/1908
-0.45,May,Southern,1/1/1908
-0.4,Nov,Southern,1/1/1908
-0.43,Oct,Southern,1/1/1908
-0.41,Sep,Southern,1/1/1908
-0.52,Apr,Southern,1/1/1909
-0.32,Aug,Southern,1/1/1909
-0.55,Dec,Southern,1/1/1909
-0.46,Feb,Southern,1/1/1909
-0.5,Jan,Southern,1/1/1909
-0.45,Jul,Southern,1/1/1909
-0.51,Jun,Southern,1/1/1909
-0.41,Mar,Southern,1/1/1909
-0.59,May,Southern,1/1/1909
-0.52,Nov,Southern,1/1/1909
-0.46,Oct,Southern,1/1/1909
-0.41,Sep,Southern,1/1/1909
-0.44,Apr,Southern,1/1/1910
-0.33,Aug,Southern,1/1/1910
-0.52,Dec,Southern,1/1/1910
-0.45,Feb,Southern,1/1/1910
-0.49,Jan,Southern,1/1/1910
-0.3,Jul,Southern,1/1/1910
-0.32,Jun,Southern,1/1/1910
-0.52,Mar,Southern,1/1/1910
-0.38,May,Southern,1/1/1910
-0.52,Nov,Southern,1/1/1910
-0.5,Oct,Southern,1/1/1910
-0.34,Sep,Southern,1/1/1910
-0.6,Apr,Southern,1/1/1911
-0.44,Aug,Southern,1/1/1911
-0.1,Dec,Southern,1/1/1911
-0.55,Feb,Southern,1/1/1911
-0.52,Jan,Southern,1/1/1911
-0.45,Jul,Southern,1/1/1911
-0.65,Jun,Southern,1/1/1911
-0.57,Mar,Southern,1/1/1911
-0.57,May,Southern,1/1/1911
-0.2,Nov,Southern,1/1/1911
-0.32,Oct,Southern,1/1/1911
-0.43,Sep,Southern,1/1/1911
-0.17,Apr,Southern,1/1/1912
-0.29,Aug,Southern,1/1/1912
-0.28,Dec,Southern,1/1/1912
-0.11,Feb,Southern,1/1/1912
-0.13,Jan,Southern,1/1/1912
-0.31,Jul,Southern,1/1/1912
-0.31,Jun,Southern,1/1/1912
-0.13,Mar,Southern,1/1/1912
-0.28,May,Southern,1/1/1912
-0.24,Nov,Southern,1/1/1912
-0.29,Oct,Southern,1/1/1912
-0.33,Sep,Southern,1/1/1912
-0.28,Apr,Southern,1/1/1913
-0.2,Aug,Southern,1/1/1913
-0.13,Dec,Southern,1/1/1913
-0.24,Feb,Southern,1/1/1913
-0.23,Jan,Southern,1/1/1913
-0.19,Jul,Southern,1/1/1913
-0.39,Jun,Southern,1/1/1913
-0.37,Mar,Southern,1/1/1913
-0.32,May,Southern,1/1/1913
-0.23,Nov,Southern,1/1/1913
-0.24,Oct,Southern,1/1/1913
-0.26,Sep,Southern,1/1/1913
-0.18,Apr,Southern,1/1/1914
-0.04,Aug,Southern,1/1/1914
-0.01,Dec,Southern,1/1/1914
-0.08,Feb,Southern,1/1/1914
-0.07,Jan,Southern,1/1/1914
-0.12,Jul,Southern,1/1/1914
-0.27,Jun,Southern,1/1/1914
-0.11,Mar,Southern,1/1/1914
-0.22,May,Southern,1/1/1914
-0.07,Nov,Southern,1/1/1914
-0.04,Oct,Southern,1/1/1914
-0.03,Sep,Southern,1/1/1914
0.07,Apr,Southern,1/1/1915
-0.26,Aug,Southern,1/1/1915
-0.17,Dec,Southern,1/1/1915
0.03,Feb,Southern,1/1/1915
-0.12,Jan,Southern,1/1/1915
-0.13,Jul,Southern,1/1/1915
-0.29,Jun,Southern,1/1/1915
0.05,Mar,Southern,1/1/1915
-0.09,May,Southern,1/1/1915
-0.22,Nov,Southern,1/1/1915
-0.2,Oct,Southern,1/1/1915
-0.19,Sep,Southern,1/1/1915
-0.26,Apr,Southern,1/1/1916
-0.19,Aug,Southern,1/1/1916
-0.51,Dec,Southern,1/1/1916
-0.12,Feb,Southern,1/1/1916
-0.15,Jan,Southern,1/1/1916
-0.4,Jul,Southern,1/1/1916
-0.47,Jun,Southern,1/1/1916
-0.17,Mar,Southern,1/1/1916
-0.32,May,Southern,1/1/1916
-0.46,Nov,Southern,1/1/1916
-0.31,Oct,Southern,1/1/1916
-0.23,Sep,Southern,1/1/1916
-0.46,Apr,Southern,1/1/1917
-0.06,Aug,Southern,1/1/1917
-0.28,Dec,Southern,1/1/1917
-0.58,Feb,Southern,1/1/1917
-0.62,Jan,Southern,1/1/1917
-0.18,Jul,Southern,1/1/1917
-0.38,Jun,Southern,1/1/1917
-0.53,Mar,Southern,1/1/1917
-0.38,May,Southern,1/1/1917
-0.35,Nov,Southern,1/1/1917
-0.26,Oct,Southern,1/1/1917
-0.15,Sep,Southern,1/1/1917
-0.29,Apr,Southern,1/1/1918
-0.26,Aug,Southern,1/1/1918
0,Dec,Southern,1/1/1918
-0.23,Feb,Southern,1/1/1918
-0.26,Jan,Southern,1/1/1918
-0.28,Jul,Southern,1/1/1918
-0.28,Jun,Southern,1/1/1918
-0.25,Mar,Southern,1/1/1918
-0.37,May,Southern,1/1/1918
0.03,Nov,Southern,1/1/1918
-0.06,Oct,Southern,1/1/1918
-0.09,Sep,Southern,1/1/1918
-0.01,Apr,Southern,1/1/1919
-0.36,Aug,Southern,1/1/1919
-0.27,Dec,Southern,1/1/1919
-0.05,Feb,Southern,1/1/1919
0,Jan,Southern,1/1/1919
-0.25,Jul,Southern,1/1/1919
-0.31,Jun,Southern,1/1/1919
-0.02,Mar,Southern,1/1/1919
-0.13,May,Southern,1/1/1919
-0.33,Nov,Southern,1/1/1919
-0.3,Oct,Southern,1/1/1919
-0.31,Sep,Southern,1/1/1919
-0.26,Apr,Southern,1/1/1920
-0.2,Aug,Southern,1/1/1920
-0.2,Dec,Southern,1/1/1920
-0.22,Feb,Southern,1/1/1920
-0.32,Jan,Southern,1/1/1920
-0.33,Jul,Southern,1/1/1920
-0.44,Jun,Southern,1/1/1920
-0.24,Mar,Southern,1/1/1920
-0.31,May,Southern,1/1/1920
-0.07,Nov,Southern,1/1/1920
-0.12,Oct,Southern,1/1/1920
-0.07,Sep,Southern,1/1/1920
-0.43,Apr,Southern,1/1/1921
-0.21,Aug,Southern,1/1/1921
-0.21,Dec,Southern,1/1/1921
-0.27,Feb,Southern,1/1/1921
-0.27,Jan,Southern,1/1/1921
-0.25,Jul,Southern,1/1/1921
-0.38,Jun,Southern,1/1/1921
-0.36,Mar,Southern,1/1/1921
-0.35,May,Southern,1/1/1921
-0.16,Nov,Southern,1/1/1921
-0.04,Oct,Southern,1/1/1921
-0.19,Sep,Southern,1/1/1921
-0.29,Apr,Southern,1/1/1922
-0.29,Aug,Southern,1/1/1922
-0.23,Dec,Southern,1/1/1922
-0.25,Feb,Southern,1/1/1922
-0.27,Jan,Southern,1/1/1922
-0.27,Jul,Southern,1/1/1922
-0.45,Jun,Southern,1/1/1922
-0.19,Mar,Southern,1/1/1922
-0.47,May,Southern,1/1/1922
-0.16,Nov,Southern,1/1/1922
-0.33,Oct,Southern,1/1/1922
-0.29,Sep,Southern,1/1/1922
-0.28,Apr,Southern,1/1/1923
-0.37,Aug,Southern,1/1/1923
-0.16,Dec,Southern,1/1/1923
-0.31,Feb,Southern,1/1/1923
-0.36,Jan,Southern,1/1/1923
-0.32,Jul,Southern,1/1/1923
-0.33,Jun,Southern,1/1/1923
-0.29,Mar,Southern,1/1/1923
-0.28,May,Southern,1/1/1923
-0.19,Nov,Southern,1/1/1923
-0.31,Oct,Southern,1/1/1923
-0.43,Sep,Southern,1/1/1923
-0.32,Apr,Southern,1/1/1924
-0.45,Aug,Southern,1/1/1924
-0.5,Dec,Southern,1/1/1924
-0.24,Feb,Southern,1/1/1924
-0.15,Jan,Southern,1/1/1924
-0.34,Jul,Southern,1/1/1924
-0.31,Jun,Southern,1/1/1924
-0.18,Mar,Southern,1/1/1924
-0.29,May,Southern,1/1/1924
-0.52,Nov,Southern,1/1/1924
-0.46,Oct,Southern,1/1/1924
-0.41,Sep,Southern,1/1/1924
-0.34,Apr,Southern,1/1/1925
-0.2,Aug,Southern,1/1/1925
-0.07,Dec,Southern,1/1/1925
-0.42,Feb,Southern,1/1/1925
-0.49,Jan,Southern,1/1/1925
-0.26,Jul,Southern,1/1/1925
-0.38,Jun,Southern,1/1/1925
-0.32,Mar,Southern,1/1/1925
-0.35,May,Southern,1/1/1925
-0.1,Nov,Southern,1/1/1925
-0.23,Oct,Southern,1/1/1925
-0.32,Sep,Southern,1/1/1925
-0.1,Apr,Southern,1/1/1926
-0.18,Aug,Southern,1/1/1926
-0.27,Dec,Southern,1/1/1926
-0.12,Feb,Southern,1/1/1926
-0.1,Jan,Southern,1/1/1926
-0.32,Jul,Southern,1/1/1926
-0.28,Jun,Southern,1/1/1926
-0.14,Mar,Southern,1/1/1926
-0.21,May,Southern,1/1/1926
-0.27,Nov,Southern,1/1/1926
-0.26,Oct,Southern,1/1/1926
-0.23,Sep,Southern,1/1/1926
-0.34,Apr,Southern,1/1/1927
-0.3,Aug,Southern,1/1/1927
-0.25,Dec,Southern,1/1/1927
-0.27,Feb,Southern,1/1/1927
-0.24,Jan,Southern,1/1/1927
-0.29,Jul,Southern,1/1/1927
-0.4,Jun,Southern,1/1/1927
-0.3,Mar,Southern,1/1/1927
-0.37,May,Southern,1/1/1927
-0.18,Nov,Southern,1/1/1927
-0.24,Oct,Southern,1/1/1927
-0.26,Sep,Southern,1/1/1927
-0.23,Apr,Southern,1/1/1928
-0.25,Aug,Southern,1/1/1928
-0.28,Dec,Southern,1/1/1928
-0.26,Feb,Southern,1/1/1928
-0.28,Jan,Southern,1/1/1928
-0.28,Jul,Southern,1/1/1928
-0.43,Jun,Southern,1/1/1928
-0.26,Mar,Southern,1/1/1928
-0.41,May,Southern,1/1/1928
-0.22,Nov,Southern,1/1/1928
-0.29,Oct,Southern,1/1/1928
-0.26,Sep,Southern,1/1/1928
-0.46,Apr,Southern,1/1/1929
-0.43,Aug,Southern,1/1/1929
-0.4,Dec,Southern,1/1/1929
-0.36,Feb,Southern,1/1/1929
-0.32,Jan,Southern,1/1/1929
-0.38,Jul,Southern,1/1/1929
-0.46,Jun,Southern,1/1/1929
-0.46,Mar,Southern,1/1/1929
-0.48,May,Southern,1/1/1929
-0.18,Nov,Southern,1/1/1929
-0.26,Oct,Southern,1/1/1929
-0.29,Sep,Southern,1/1/1929
-0.33,Apr,Southern,1/1/1930
-0.3,Aug,Southern,1/1/1930
-0.16,Dec,Southern,1/1/1930
-0.34,Feb,Southern,1/1/1930
-0.46,Jan,Southern,1/1/1930
-0.37,Jul,Southern,1/1/1930
-0.31,Jun,Southern,1/1/1930
-0.32,Mar,Southern,1/1/1930
-0.28,May,Southern,1/1/1930
-0.07,Nov,Southern,1/1/1930
-0.23,Oct,Southern,1/1/1930
-0.28,Sep,Southern,1/1/1930
-0.23,Apr,Southern,1/1/1931
-0.16,Aug,Southern,1/1/1931
-0.2,Dec,Southern,1/1/1931
-0.15,Feb,Southern,1/1/1931
-0.18,Jan,Southern,1/1/1931
-0.14,Jul,Southern,1/1/1931
-0.28,Jun,Southern,1/1/1931
-0.12,Mar,Southern,1/1/1931
-0.22,May,Southern,1/1/1931
-0.35,Nov,Southern,1/1/1931
-0.25,Oct,Southern,1/1/1931
-0.29,Sep,Southern,1/1/1931
-0.21,Apr,Southern,1/1/1932
-0.35,Aug,Southern,1/1/1932
-0.3,Dec,Southern,1/1/1932
-0.15,Feb,Southern,1/1/1932
-0.09,Jan,Southern,1/1/1932
-0.34,Jul,Southern,1/1/1932
-0.42,Jun,Southern,1/1/1932
-0.16,Mar,Southern,1/1/1932
-0.25,May,Southern,1/1/1932
-0.21,Nov,Southern,1/1/1932
-0.31,Oct,Southern,1/1/1932
-0.31,Sep,Southern,1/1/1932
-0.31,Apr,Southern,1/1/1933
-0.33,Aug,Southern,1/1/1933
-0.35,Dec,Southern,1/1/1933
-0.28,Feb,Southern,1/1/1933
-0.27,Jan,Southern,1/1/1933
-0.3,Jul,Southern,1/1/1933
-0.36,Jun,Southern,1/1/1933
-0.27,Mar,Southern,1/1/1933
-0.32,May,Southern,1/1/1933
-0.38,Nov,Southern,1/1/1933
-0.33,Oct,Southern,1/1/1933
-0.31,Sep,Southern,1/1/1933
-0.32,Apr,Southern,1/1/1934
-0.13,Aug,Southern,1/1/1934
-0.22,Dec,Southern,1/1/1934
-0.4,Feb,Southern,1/1/1934
-0.29,Jan,Southern,1/1/1934
-0.16,Jul,Southern,1/1/1934
-0.27,Jun,Southern,1/1/1934
-0.33,Mar,Southern,1/1/1934
-0.27,May,Southern,1/1/1934
-0.2,Nov,Southern,1/1/1934
-0.26,Oct,Southern,1/1/1934
-0.16,Sep,Southern,1/1/1934
-0.38,Apr,Southern,1/1/1935
-0.36,Aug,Southern,1/1/1935
-0.16,Dec,Southern,1/1/1935
-0.3,Feb,Southern,1/1/1935
-0.26,Jan,Southern,1/1/1935
-0.37,Jul,Southern,1/1/1935
-0.38,Jun,Southern,1/1/1935
-0.32,Mar,Southern,1/1/1935
-0.29,May,Southern,1/1/1935
-0.18,Nov,Southern,1/1/1935
-0.21,Oct,Southern,1/1/1935
-0.35,Sep,Southern,1/1/1935
-0.33,Apr,Southern,1/1/1936
-0.28,Aug,Southern,1/1/1936
-0.17,Dec,Southern,1/1/1936
-0.24,Feb,Southern,1/1/1936
-0.25,Jan,Southern,1/1/1936
-0.28,Jul,Southern,1/1/1936
-0.47,Jun,Southern,1/1/1936
-0.29,Mar,Southern,1/1/1936
-0.32,May,Southern,1/1/1936
-0.12,Nov,Southern,1/1/1936
-0.12,Oct,Southern,1/1/1936
-0.24,Sep,Southern,1/1/1936
-0.24,Apr,Southern,1/1/1937
-0.11,Aug,Southern,1/1/1937
-0.13,Dec,Southern,1/1/1937
-0.18,Feb,Southern,1/1/1937
-0.23,Jan,Southern,1/1/1937
-0.2,Jul,Southern,1/1/1937
-0.23,Jun,Southern,1/1/1937
-0.17,Mar,Southern,1/1/1937
-0.22,May,Southern,1/1/1937
-0.07,Nov,Southern,1/1/1937
-0.15,Oct,Southern,1/1/1937
-0.1,Sep,Southern,1/1/1937
-0.2,Apr,Southern,1/1/1938
-0.21,Aug,Southern,1/1/1938
-0.13,Dec,Southern,1/1/1938
-0.21,Feb,Southern,1/1/1938
-0.19,Jan,Southern,1/1/1938
-0.18,Jul,Southern,1/1/1938
-0.28,Jun,Southern,1/1/1938
-0.16,Mar,Southern,1/1/1938
-0.23,May,Southern,1/1/1938
-0.17,Nov,Southern,1/1/1938
-0.05,Oct,Southern,1/1/1938
-0.16,Sep,Southern,1/1/1938
-0.13,Apr,Southern,1/1/1939
-0.19,Aug,Southern,1/1/1939
0.1,Dec,Southern,1/1/1939
-0.14,Feb,Southern,1/1/1939
-0.15,Jan,Southern,1/1/1939
-0.15,Jul,Southern,1/1/1939
-0.13,Jun,Southern,1/1/1939
-0.13,Mar,Southern,1/1/1939
-0.1,May,Southern,1/1/1939
-0.1,Nov,Southern,1/1/1939
-0.15,Oct,Southern,1/1/1939
-0.27,Sep,Southern,1/1/1939
0.08,Apr,Southern,1/1/1940
0.08,Aug,Southern,1/1/1940
0.29,Dec,Southern,1/1/1940
0.04,Feb,Southern,1/1/1940
0.12,Jan,Southern,1/1/1940
0.09,Jul,Southern,1/1/1940
0.07,Jun,Southern,1/1/1940
0.17,Mar,Southern,1/1/1940
0.07,May,Southern,1/1/1940
0.06,Nov,Southern,1/1/1940
-0.03,Oct,Southern,1/1/1940
0.07,Sep,Southern,1/1/1940
0.22,Apr,Southern,1/1/1941
0.13,Aug,Southern,1/1/1941
0.25,Dec,Southern,1/1/1941
0.17,Feb,Southern,1/1/1941
0.2,Jan,Southern,1/1/1941
0.21,Jul,Southern,1/1/1941
0.08,Jun,Southern,1/1/1941
0.1,Mar,Southern,1/1/1941
0.14,May,Southern,1/1/1941
0.29,Nov,Southern,1/1/1941
0.22,Oct,Southern,1/1/1941
-0.03,Sep,Southern,1/1/1941
0.1,Apr,Southern,1/1/1942
0,Aug,Southern,1/1/1942
-0.04,Dec,Southern,1/1/1942
0.13,Feb,Southern,1/1/1942
0.18,Jan,Southern,1/1/1942
0,Jul,Southern,1/1/1942
0,Jun,Southern,1/1/1942
0.11,Mar,Southern,1/1/1942
0.06,May,Southern,1/1/1942
-0.09,Nov,Southern,1/1/1942
-0.26,Oct,Southern,1/1/1942
-0.17,Sep,Southern,1/1/1942
-0.11,Apr,Southern,1/1/1943
-0.08,Aug,Southern,1/1/1943
0.08,Dec,Southern,1/1/1943
-0.05,Feb,Southern,1/1/1943
0.07,Jan,Southern,1/1/1943
0.18,Jul,Southern,1/1/1943
-0.04,Jun,Southern,1/1/1943
-0.08,Mar,Southern,1/1/1943
-0.1,May,Southern,1/1/1943
0.03,Nov,Southern,1/1/1943
-0.01,Oct,Southern,1/1/1943
-0.04,Sep,Southern,1/1/1943
0.21,Apr,Southern,1/1/1944
0.22,Aug,Southern,1/1/1944
0.09,Dec,Southern,1/1/1944
0.04,Feb,Southern,1/1/1944
0.08,Jan,Southern,1/1/1944
0.23,Jul,Southern,1/1/1944
0.16,Jun,Southern,1/1/1944
0.21,Mar,Southern,1/1/1944
0.14,May,Southern,1/1/1944
0.03,Nov,Southern,1/1/1944
0.08,Oct,Southern,1/1/1944
0.2,Sep,Southern,1/1/1944
0.09,Apr,Southern,1/1/1945
0.24,Aug,Southern,1/1/1945
0.09,Dec,Southern,1/1/1945
0.08,Feb,Southern,1/1/1945
0.1,Jan,Southern,1/1/1945
0.02,Jul,Southern,1/1/1945
-0.05,Jun,Southern,1/1/1945
0.03,Mar,Southern,1/1/1945
0.05,May,Southern,1/1/1945
0.07,Nov,Southern,1/1/1945
0.13,Oct,Southern,1/1/1945
0.21,Sep,Southern,1/1/1945
-0.2,Apr,Southern,1/1/1946
-0.31,Aug,Southern,1/1/1946
-0.15,Dec,Southern,1/1/1946
-0.03,Feb,Southern,1/1/1946
-0.03,Jan,Southern,1/1/1946
-0.21,Jul,Southern,1/1/1946
-0.38,Jun,Southern,1/1/1946
-0.09,Mar,Southern,1/1/1946
-0.17,May,Southern,1/1/1946
-0.18,Nov,Southern,1/1/1946
-0.17,Oct,Southern,1/1/1946
-0.12,Sep,Southern,1/1/1946
-0.11,Apr,Southern,1/1/1947
-0.1,Aug,Southern,1/1/1947
-0.22,Dec,Southern,1/1/1947
-0.12,Feb,Southern,1/1/1947
-0.08,Jan,Southern,1/1/1947
-0.05,Jul,Southern,1/1/1947
-0.03,Jun,Southern,1/1/1947
-0.16,Mar,Southern,1/1/1947
-0.09,May,Southern,1/1/1947
-0.15,Nov,Southern,1/1/1947
-0.27,Oct,Southern,1/1/1947
-0.24,Sep,Southern,1/1/1947
-0.2,Apr,Southern,1/1/1948
-0.26,Aug,Southern,1/1/1948
-0.08,Dec,Southern,1/1/1948
-0.14,Feb,Southern,1/1/1948
-0.18,Jan,Southern,1/1/1948
-0.23,Jul,Southern,1/1/1948
-0.15,Jun,Southern,1/1/1948
-0.21,Mar,Southern,1/1/1948
-0.17,May,Southern,1/1/1948
-0.28,Nov,Southern,1/1/1948
-0.18,Oct,Southern,1/1/1948
-0.26,Sep,Southern,1/1/1948
-0.19,Apr,Southern,1/1/1949
-0.21,Aug,Southern,1/1/1949
-0.22,Dec,Southern,1/1/1949
-0.19,Feb,Southern,1/1/1949
-0.1,Jan,Southern,1/1/1949
-0.15,Jul,Southern,1/1/1949
-0.34,Jun,Southern,1/1/1949
-0.08,Mar,Southern,1/1/1949
-0.2,May,Southern,1/1/1949
-0.25,Nov,Southern,1/1/1949
-0.2,Oct,Southern,1/1/1949
-0.19,Sep,Southern,1/1/1949
-0.2,Apr,Southern,1/1/1950
-0.12,Aug,Southern,1/1/1950
-0.32,Dec,Southern,1/1/1950
-0.27,Feb,Southern,1/1/1950
-0.23,Jan,Southern,1/1/1950
-0.01,Jul,Southern,1/1/1950
-0.05,Jun,Southern,1/1/1950
-0.22,Mar,Southern,1/1/1950
-0.19,May,Southern,1/1/1950
-0.35,Nov,Southern,1/1/1950
-0.35,Oct,Southern,1/1/1950
-0.15,Sep,Southern,1/1/1950
-0.35,Apr,Southern,1/1/1951
-0.1,Aug,Southern,1/1/1951
-0.06,Dec,Southern,1/1/1951
-0.32,Feb,Southern,1/1/1951
-0.33,Jan,Southern,1/1/1951
-0.09,Jul,Southern,1/1/1951
-0.11,Jun,Southern,1/1/1951
-0.22,Mar,Southern,1/1/1951
-0.18,May,Southern,1/1/1951
-0.08,Nov,Southern,1/1/1951
-0.11,Oct,Southern,1/1/1951
-0.21,Sep,Southern,1/1/1951
-0.1,Apr,Southern,1/1/1952
0.02,Aug,Southern,1/1/1952
-0.04,Dec,Southern,1/1/1952
0.06,Feb,Southern,1/1/1952
0.07,Jan,Southern,1/1/1952
-0.05,Jul,Southern,1/1/1952
-0.21,Jun,Southern,1/1/1952
0.07,Mar,Southern,1/1/1952
-0.19,May,Southern,1/1/1952
-0.05,Nov,Southern,1/1/1952
0.01,Oct,Southern,1/1/1952
0,Sep,Southern,1/1/1952
-0.01,Apr,Southern,1/1/1953
-0.07,Aug,Southern,1/1/1953
-0.12,Dec,Southern,1/1/1953
-0.07,Feb,Southern,1/1/1953
-0.08,Jan,Southern,1/1/1953
-0.19,Jul,Southern,1/1/1953
-0.01,Jun,Southern,1/1/1953
-0.03,Mar,Southern,1/1/1953
-0.01,May,Southern,1/1/1953
-0.12,Nov,Southern,1/1/1953
-0.1,Oct,Southern,1/1/1953
-0.08,Sep,Southern,1/1/1953
-0.27,Apr,Southern,1/1/1954
-0.34,Aug,Southern,1/1/1954
-0.26,Dec,Southern,1/1/1954
-0.19,Feb,Southern,1/1/1954
-0.23,Jan,Southern,1/1/1954
-0.28,Jul,Southern,1/1/1954
-0.33,Jun,Southern,1/1/1954
-0.12,Mar,Southern,1/1/1954
-0.33,May,Southern,1/1/1954
-0.2,Nov,Southern,1/1/1954
-0.18,Oct,Southern,1/1/1954
-0.29,Sep,Southern,1/1/1954
-0.21,Apr,Southern,1/1/1955
-0.05,Aug,Southern,1/1/1955
-0.29,Dec,Southern,1/1/1955
-0.19,Feb,Southern,1/1/1955
-0.17,Jan,Southern,1/1/1955
-0.19,Jul,Southern,1/1/1955
-0.19,Jun,Southern,1/1/1955
-0.22,Mar,Southern,1/1/1955
-0.29,May,Southern,1/1/1955
-0.19,Nov,Southern,1/1/1955
-0.24,Oct,Southern,1/1/1955
-0.22,Sep,Southern,1/1/1955
-0.29,Apr,Southern,1/1/1956
-0.24,Aug,Southern,1/1/1956
-0.03,Dec,Southern,1/1/1956
-0.17,Feb,Southern,1/1/1956
-0.22,Jan,Southern,1/1/1956
0,Jul,Southern,1/1/1956
-0.13,Jun,Southern,1/1/1956
-0.19,Mar,Southern,1/1/1956
-0.29,May,Southern,1/1/1956
-0.05,Nov,Southern,1/1/1956
-0.19,Oct,Southern,1/1/1956
-0.07,Sep,Southern,1/1/1956
0.09,Apr,Southern,1/1/1957
0.14,Aug,Southern,1/1/1957
0.07,Dec,Southern,1/1/1957
-0.01,Feb,Southern,1/1/1957
-0.04,Jan,Southern,1/1/1957
-0.06,Jul,Southern,1/1/1957
0.19,Jun,Southern,1/1/1957
0,Mar,Southern,1/1/1957
0.23,May,Southern,1/1/1957
0.04,Nov,Southern,1/1/1957
-0.03,Oct,Southern,1/1/1957
0.05,Sep,Southern,1/1/1957
0.01,Apr,Southern,1/1/1958
-0.21,Aug,Southern,1/1/1958
-0.15,Dec,Southern,1/1/1958
0.16,Feb,Southern,1/1/1958
0.1,Jan,Southern,1/1/1958
0.06,Jul,Southern,1/1/1958
-0.2,Jun,Southern,1/1/1958
0.01,Mar,Southern,1/1/1958
0,May,Southern,1/1/1958
0.02,Nov,Southern,1/1/1958
0.01,Oct,Southern,1/1/1958
-0.11,Sep,Southern,1/1/1958
0.09,Apr,Southern,1/1/1959
-0.11,Aug,Southern,1/1/1959
-0.1,Dec,Southern,1/1/1959
-0.02,Feb,Southern,1/1/1959
-0.08,Jan,Southern,1/1/1959
0.02,Jul,Southern,1/1/1959
-0.07,Jun,Southern,1/1/1959
0.03,Mar,Southern,1/1/1959
0.05,May,Southern,1/1/1959
-0.17,Nov,Southern,1/1/1959
-0.1,Oct,Southern,1/1/1959
-0.25,Sep,Southern,1/1/1959
-0.17,Apr,Southern,1/1/1960
-0.07,Aug,Southern,1/1/1960
-0.02,Dec,Southern,1/1/1960
-0.15,Feb,Southern,1/1/1960
-0.15,Jan,Southern,1/1/1960
-0.16,Jul,Southern,1/1/1960
-0.26,Jun,Southern,1/1/1960
-0.29,Mar,Southern,1/1/1960
-0.18,May,Southern,1/1/1960
-0.14,Nov,Southern,1/1/1960
0.06,Oct,Southern,1/1/1960
0.02,Sep,Southern,1/1/1960
0.12,Apr,Southern,1/1/1961
-0.03,Aug,Southern,1/1/1961
-0.16,Dec,Southern,1/1/1961
0.08,Feb,Southern,1/1/1961
-0.03,Jan,Southern,1/1/1961
-0.04,Jul,Southern,1/1/1961
0.05,Jun,Southern,1/1/1961
-0.03,Mar,Southern,1/1/1961
0.17,May,Southern,1/1/1961
-0.01,Nov,Southern,1/1/1961
0.04,Oct,Southern,1/1/1961
0.19,Sep,Southern,1/1/1961
-0.13,Apr,Southern,1/1/1962
-0.06,Aug,Southern,1/1/1962
-0.15,Dec,Southern,1/1/1962
-0.07,Feb,Southern,1/1/1962
-0.17,Jan,Southern,1/1/1962
-0.06,Jul,Southern,1/1/1962
0.19,Jun,Southern,1/1/1962
-0.09,Mar,Southern,1/1/1962
-0.15,May,Southern,1/1/1962
0,Nov,Southern,1/1/1962
-0.1,Oct,Southern,1/1/1962
0.03,Sep,Southern,1/1/1962
-0.19,Apr,Southern,1/1/1963
0.3,Aug,Southern,1/1/1963
-0.08,Dec,Southern,1/1/1963
-0.14,Feb,Southern,1/1/1963
-0.14,Jan,Southern,1/1/1963
0.02,Jul,Southern,1/1/1963
0.13,Jun,Southern,1/1/1963
-0.16,Mar,Southern,1/1/1963
-0.07,May,Southern,1/1/1963
-0.12,Nov,Southern,1/1/1963
-0.12,Oct,Southern,1/1/1963
0.22,Sep,Southern,1/1/1963
-0.33,Apr,Southern,1/1/1964
-0.21,Aug,Southern,1/1/1964
-0.33,Dec,Southern,1/1/1964
-0.17,Feb,Southern,1/1/1964
-0.13,Jan,Southern,1/1/1964
0.04,Jul,Southern,1/1/1964
0.01,Jun,Southern,1/1/1964
